,Rk,Player,Team,2024-25,Player-additional,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
114,115,Jordan Clarkson,UTA,"$14,092,577",clarkjo01,32.0,SG,37.0,9.0,26.0,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1
115,116,Onyeka Okongwu,ATL,"$14,000,000",okongon01,24.0,C,74.0,40.0,27.9,5.2,9.2,0.567,0.6,2.0,0.324,4.6,7.2,0.634,0.602,2.2,2.9,0.759,3.0,5.9,8.9,2.3,0.9,0.9,1.2,2.6,13.4,,19.0,0.634,0.216,0.316,11.4,24.0,17.5,11.4,1.6,3.0,10.4,17.3,4.9,2.3,7.2,0.168,1.2,0.2,1.3,1.7
116,117,Naz Reid,MIN,"$13,986,432",reidna01,25.0,C,80.0,17.0,27.5,5.3,11.5,0.462,2.2,5.8,0.379,3.1,5.8,0.544,0.556,1.4,1.8,0.776,1.2,4.9,6.0,2.3,0.7,0.9,1.4,2.4,14.2,,15.8,0.577,0.501,0.155,4.7,19.3,12.1,12.6,1.3,3.0,9.9,21.5,2.4,3.3,5.7,0.125,0.8,0.8,1.6,2.0
117,118,Cade Cunningham,DET,"$13,940,809",cunnica01,23.0,PG,70.0,70.0,35.0,9.8,20.8,0.469,2.1,6.0,0.356,7.6,14.8,0.515,0.521,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,26.1,ASNBA3,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7
118,119,Daniel Gafford,DAL,"$13,394,160",gaffoda01,26.0,C,57.0,31.0,21.5,5.0,7.1,0.702,0.0,0.0,,5.0,7.1,0.702,0.702,2.4,3.4,0.689,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,12.3,,24.7,0.716,0.0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8
119,120,Grant Williams,CHO,"$13,025,250",willigr01,26.0,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1
120,121,Dennis Schröder,DET,"$13,025,250",schrode01,31.0,PG,75.0,49.0,28.1,4.5,11.0,0.406,1.7,4.9,0.342,2.8,6.1,0.458,0.483,2.4,2.9,0.838,0.4,2.3,2.6,5.4,0.9,0.2,1.9,2.4,13.1,,12.7,0.531,0.449,0.261,1.4,9.2,5.2,28.7,1.5,0.6,13.3,21.6,1.5,1.7,3.2,0.073,-1.3,-0.9,-2.2,-0.1
121,122,Isaiah Joe,OKC,"$12,991,650",joeis01,25.0,SG,74.0,16.0,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,,14.0,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4
122,123,Herbert Jones,NOP,"$12,976,362",joneshe01,26.0,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3
123,124,Austin Reaves,LAL,"$12,976,362",reaveau01,26.0,SG,73.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6
124,125,Obi Toppin,IND,"$12,975,000",toppiob01,26.0,PF,79.0,4.0,19.6,4.0,7.6,0.529,1.4,3.8,0.365,2.6,3.8,0.695,0.621,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,,17.4,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4
125,126,Cole Anthony,ORL,"$12,900,000",anthoco01,24.0,PG,67.0,22.0,18.4,3.4,8.1,0.424,1.1,3.3,0.353,2.3,4.9,0.471,0.494,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0.0,2.0,2.0,0.078,-0.8,0.9,0.1,0.7
126,127,De'Anthony Melton,BRK,"$12,822,000",meltode01,26.0,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,13.3,0.539,0.648,0.148,5.2,12.8,8.9,21.1,2.8,1.6,14.8,23.5,0.0,0.2,0.2,0.076,-1.6,0.8,-0.8,0.0
127,128,Kelly Olynyk,NOP,"$12,804,878",olynyke01,33.0,C,44.0,22.0,20.3,3.0,6.1,0.5,0.8,1.8,0.418,2.3,4.3,0.534,0.562,1.9,2.5,0.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,,14.9,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2.0,19.4,18.5,1.0,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3
128,129,Victor Wembanyama,SAS,"$12,768,960",wembavi01,21.0,C,46.0,46.0,33.2,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,AS,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1.0,2.8,3.8,0.118,3.6,2.9,6.5,3.3
129,130,Josh Green,CHO,"$12,654,321",greenjo02,24.0,SG,68.0,67.0,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1
130,131,Richaun Holmes,WAS,"$12,648,321",holmeri01,31.0,PF,31.0,7.0,17.2,2.9,4.5,0.647,0.0,0.1,0.0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,19.8,0.695,0.022,0.432,12.0,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2.0,0.178,1.2,0.0,1.1,0.4
131,132,Steven Adams,HOU,"$12,600,000",adamsst01,31.0,C,58.0,3.0,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,16.6,0.541,0.012,0.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,0.137,0.0,0.3,0.3,0.5
132,133,Bobby Portis,MIL,"$12,578,286",portibo01,29.0,PF,49.0,7.0,25.4,5.7,12.1,0.466,1.3,3.6,0.365,4.3,8.5,0.508,0.52,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,,17.7,0.542,0.299,0.123,8.2,27.0,18.0,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7
133,134,Zaccharie Risacher,ATL,"$12,569,040",risacza01,19.0,SF,75.0,73.0,24.6,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2.0,0.711,1.1,2.4,3.6,1.2,0.7,0.5,1.2,2.0,12.6,,12.2,0.558,0.442,0.191,5.0,11.1,8.0,7.1,1.3,1.8,9.8,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7
134,135,Brandon Clarke,MEM,"$12,500,000",clarkbr01,28.0,PF,64.0,18.0,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9
135,136,Marvin Bagley III,MEM,"$12,500,000",baglema01,25.0,PF,31.0,2.0,8.5,1.8,3.4,0.519,0.1,0.6,0.158,1.7,2.8,0.598,0.533,0.7,1.1,0.657,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,,18.4,0.56,0.179,0.33,15.0,18.2,16.6,6.5,1.6,2.7,9.0,20.9,0.4,0.2,0.6,0.108,0.4,-1.6,-1.2,0.1
136,137,Jalen Green,HOU,"$12,483,048",greenja05,22.0,SG,82.0,82.0,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7
137,138,Robert Williams,POR,"$12,428,571",williro04,27.0,C,20.0,3.0,17.6,2.5,3.9,0.641,0.1,0.2,0.333,2.5,3.8,0.653,0.647,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3.0,0.4
138,139,Paolo Banchero,ORL,"$12,160,800",banchpa01,22.0,PF,46.0,46.0,34.4,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,0.5,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,,20.0,0.551,0.299,0.423,3.5,22.4,12.5,26.0,1.1,1.7,11.2,33.6,1.1,2.4,3.5,0.106,3.4,0.2,3.5,2.2
139,140,Coby White,CHI,"$12,000,000",whiteco01,24.0,SG,74.0,73.0,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,,15.5,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,3.0,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7
140,141,Wendell Carter Jr.,ORL,"$11,950,000",cartewe01,25.0,C,68.0,51.0,25.9,3.3,7.2,0.46,0.5,2.3,0.234,2.8,4.9,0.568,0.498,1.9,2.6,0.737,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,9.1,,13.7,0.544,0.322,0.356,9.4,23.4,16.0,11.5,1.5,2.2,11.9,16.0,1.6,3.0,4.6,0.125,-2.2,0.9,-1.2,0.3
141,142,Ivica Zubac,LAC,"$11,743,210",zubaciv01,27.0,C,80.0,80.0,32.8,7.4,11.8,0.628,0.0,0.0,,7.4,11.8,0.628,0.628,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,DEF2,22.3,0.641,0.0,0.251,13.1,30.2,21.8,12.8,1.0,3.4,10.8,19.5,7.0,4.7,11.7,0.215,2.3,0.8,3.1,3.4
142,143,P.J. Tucker,TOR,"$12,025,777",tuckepj01,39.0,SF,3.0,1.0,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,5.5,0.643,0.857,0.0,8.0,7.8,7.9,0.0,0.9,1.6,12.5,6.0,0.0,0.0,0.1,0.07,-4.8,-2.4,-7.2,-0.1
143,144,Donte DiVincenzo,MIN,"$11,445,000",divindo01,28.0,SG,62.0,10.0,25.9,4.0,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1.0,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6
144,145,Brandon Miller,CHO,"$11,424,600",millebr02,22.0,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4
145,146,Terance Mann,ATL,"$11,423,077",mannte01,28.0,SG,67.0,13.0,21.1,3.1,6.2,0.496,0.9,2.4,0.368,2.2,3.7,0.58,0.569,0.7,1.0,0.691,1.0,2.0,3.0,1.8,0.7,0.2,0.7,1.9,7.7,,12.0,0.584,0.395,0.165,5.3,10.4,7.8,11.7,1.6,1.0,9.6,14.7,1.7,1.3,3.0,0.101,-1.4,0.0,-1.3,0.2
146,147,Alex Sarr,WAS,"$11,245,680",sarral01,19.0,C,67.0,67.0,27.1,4.9,12.4,0.394,1.6,5.1,0.308,3.3,7.3,0.454,0.457,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6
147,148,Evan Mobley,CLE,"$11,227,657",mobleev01,23.0,PF,71.0,71.0,30.5,7.1,12.8,0.557,1.2,3.2,0.37,5.9,9.5,0.621,0.604,3.1,4.3,0.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,DPOY-1ASNBA2DEF1,22.3,0.633,0.254,0.337,8.4,24.0,16.5,15.1,1.4,4.7,12.2,23.2,5.3,3.8,9.0,0.2,3.1,1.5,4.6,3.6
148,149,Larry Nance Jr.,ATL,"$11,205,000",nancela02,32.0,PF,24.0,3.0,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,16.0,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2.0,2.6,9.1,15.7,0.8,0.5,1.3,0.131,1.1,0.7,1.8,0.4
149,150,Matisse Thybulle,POR,"$11,025,000",thybuma01,27.0,SG,15.0,5.0,20.8,2.8,5.9,0.477,1.4,3.2,0.438,1.4,2.7,0.525,0.597,0.5,1.0,0.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,,17.0,0.592,0.545,0.17,4.7,13.6,9.0,12.7,5.1,2.6,12.1,14.4,0.4,0.6,0.9,0.146,0.0,5.1,5.0,0.6
150,151,Aaron Nesmith,IND,"$11,000,000",nesmiaa01,25.0,SF,45.0,37.0,25.0,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4
151,152,Gabe Vincent,LAL,"$11,000,000",vincega01,28.0,PG,72.0,11.0,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,7.4,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,0.3,1.0,1.3,0.039,-3.8,-0.1,-4.0,-0.8
152,153,Maxi Kleber,LAL,"$11,000,000",klebima01,33.0,PF,34.0,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0.0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3
153,154,Moritz Wagner,ORL,"$11,000,000",wagnemo01,27.0,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,22.3,0.649,0.301,0.442,7.7,23.1,15.0,13.7,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.174,2.6,1.4,4.0,0.9
154,155,Chet Holmgren,OKC,"$10,880,640",holmgch01,22.0,C,32.0,32.0,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7.0,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0
155,156,Chris Boucher,TOR,"$10,810,000",bouchch01,32.0,PF,50.0,0.0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1.0,2.7,0.148,2.9,-0.6,2.3,0.9
156,157,Jarred Vanderbilt,LAL,"$10,714,286",vandeja01,25.0,PF,36.0,2.0,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2
157,158,Aaron Wiggins,OKC,"$10,514,017",wiggiaa01,26.0,SG,76.0,26.0,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3.0,5.1,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4
158,159,Chris Paul,SAS,"$10,460,000",paulch01,39.0,PG,82.0,82.0,28.0,3.0,7.1,0.427,1.7,4.5,0.377,1.3,2.6,0.514,0.547,1.0,1.1,0.924,0.4,3.2,3.6,7.4,1.3,0.3,1.6,1.8,8.8,,14.7,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14.0,4.2,1.6,5.7,0.12,0.3,0.5,0.8,1.6
159,160,Scoot Henderson,POR,"$10,259,160",hendesc01,20.0,PG,66.0,10.0,26.7,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3.0,5.1,1.0,0.2,2.7,2.7,12.7,,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1
160,161,Isaac Okoro,CLE,"$10,185,186",okorois01,24.0,SG,55.0,22.0,19.1,2.3,4.9,0.464,1.0,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8.0,1.5,1.4,7.4,12.5,1.5,1.0,2.5,0.115,-1.1,0.6,-0.5,0.4
161,162,Scottie Barnes,TOR,"$10,130,980",barnesc01,23.0,PF,65.0,65.0,32.8,7.3,16.4,0.446,1.2,4.3,0.271,6.1,12.0,0.508,0.482,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,,17.8,0.523,0.263,0.284,5.3,20.2,12.6,27.7,2.1,2.8,13.4,27.0,0.6,2.9,3.5,0.078,1.5,0.9,2.4,2.3
162,163,Reed Sheppard,HOU,"$10,098,960",sheppre01,20.0,PG,52.0,3.0,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1.0,0.8,0.055,-3.0,1.3,-1.7,0.1
163,164,Mike Conley,MIN,"$9,975,962",conlemi01,37.0,PG,71.0,64.0,24.7,2.6,6.6,0.4,1.8,4.4,0.41,0.8,2.2,0.38,0.535,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,,13.3,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,3.0,2.2,5.2,0.142,-0.1,1.3,1.2,1.4
164,165,Jonas Valančiūnas,SAC,"$9,900,000",valanjo01,32.0,C,81.0,21.0,18.8,4.3,7.7,0.55,0.1,0.5,0.216,4.2,7.3,0.571,0.557,1.8,2.0,0.879,2.3,5.4,7.7,2.0,0.5,0.6,1.5,2.2,10.4,,20.8,0.602,0.059,0.263,13.3,30.7,22.0,17.6,1.2,2.8,14.6,22.8,2.6,1.7,4.3,0.137,0.8,-0.1,0.6,1.0
165,166,Alex Caruso,OKC,"$9,890,000",carusal01,30.0,SG,54.0,3.0,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6
166,167,Jabari Smith Jr.,HOU,"$9,770,880",smithja05,21.0,PF,57.0,39.0,30.1,4.4,9.9,0.438,1.7,4.9,0.354,2.6,5.1,0.519,0.525,1.8,2.2,0.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2,,12.6,0.562,0.489,0.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6
167,168,Derrick Jones Jr.,LAC,"$9,523,810",jonesde02,27.0,SF,77.0,55.0,24.3,4.0,7.6,0.526,1.0,2.8,0.356,3.0,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1,,13.5,0.609,0.372,0.2,5.7,10.1,8.0,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8
168,169,Al Horford,BOS,"$9,500,000",horfoal01,38.0,C,60.0,42.0,27.7,3.3,7.7,0.423,1.9,5.2,0.363,1.4,2.5,0.551,0.547,0.6,0.6,0.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9.0,,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3
169,170,Pat Connaughton,MIL,"$9,423,869",connapa01,32.0,SG,41.0,1.0,14.7,2.0,4.3,0.469,0.6,2.0,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0.0
170,171,Royce O'Neale,PHO,"$9,375,000",onealro01,31.0,SF,75.0,22.0,24.5,3.2,7.6,0.423,2.4,5.9,0.406,0.8,1.7,0.481,0.58,0.3,0.3,0.731,0.7,3.9,4.7,2.2,0.9,0.5,0.9,2.0,9.1,,12.6,0.585,0.774,0.046,3.3,17.5,10.6,12.3,1.8,1.7,10.1,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1.0
171,172,T.J. McConnell,IND,"$9,300,000",mccontj01,32.0,PG,79.0,1.0,17.9,4.1,7.9,0.519,0.2,0.6,0.306,3.9,7.3,0.537,0.531,0.7,1.0,0.74,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1.0,9.1,,18.4,0.547,0.079,0.123,3.5,11.6,7.6,37.0,2.8,1.3,14.2,23.4,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2
172,173,Luke Kennard,MEM,"$9,250,000",kennalu01,28.0,SG,65.0,11.0,22.6,3.2,6.6,0.478,1.7,4.0,0.433,1.4,2.6,0.547,0.609,0.8,0.9,0.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9,,13.6,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,2.6,1.3,3.9,0.127,0.9,0.2,1.1,1.2
173,174,Amen Thompson,HOU,"$9,249,960",thompam01,22.0,SF,69.0,42.0,32.2,5.6,10.1,0.557,0.4,1.3,0.275,5.3,8.8,0.599,0.575,2.4,3.6,0.684,2.8,5.4,8.2,3.8,1.4,1.3,2.0,2.4,14.1,DEF1,18.7,0.602,0.131,0.354,9.0,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8.0,0.172,1.4,2.6,4.1,3.4
174,175,Jalen Suggs,ORL,"$9,188,385",suggsja01,23.0,PG,35.0,35.0,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,,14.4,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6
175,176,Caleb Martin,DAL,"$9,186,594",martica02,29.0,SF,45.0,24.0,27.1,2.9,6.8,0.424,0.8,2.3,0.359,2.0,4.5,0.458,0.485,1.4,2.2,0.622,1.2,2.8,3.9,2.1,1.0,0.5,1.2,1.9,7.9,,9.6,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,0.0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4
