,Rk,Player,Team,2024-25,Player-additional,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
431,432,Javonte Green,NOP,"$2,328,350",greenja02,31.0,SG,68.0,19.0,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,,10.7,0.541,0.491,0.265,5.0,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1
432,433,Jae Crowder,SAC,"$1,655,619",crowdja01,34.0,PF,9.0,2.0,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0.0,0.4,1.1,2.6,,6.6,0.467,0.682,0.273,6.5,15.3,10.9,7.1,1.4,0.0,14.0,12.0,0.0,0.1,0.1,0.026,-3.8,-0.5,-4.3,-0.1
433,434,Paul Reed,DET,"$3,913,234",reedpa01,25.0,C,45.0,0.0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,,18.6,0.573,0.197,0.296,10.2,20.8,15.6,14.0,4.3,5.4,13.9,18.0,0.6,1.0,1.6,0.173,-1.2,4.0,2.9,0.5
434,435,Karlo Matković,NOP,"$1,407,153",matkoka01,23.0,PF,42.0,7.0,18.8,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4.0,0.675,0.619,0.8,1.0,0.773,1.5,3.5,5.0,1.1,0.5,1.0,1.0,2.5,7.7,,15.6,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5.0,14.5,15.9,1.0,0.6,1.6,0.096,-1.9,-0.2,-2.0,0.0
435,436,Landry Shamet,NYK,"$1,343,690",shamela01,27.0,SG,50.0,0.0,15.2,2.1,4.6,0.461,1.2,3.1,0.397,0.9,1.5,0.595,0.596,0.2,0.4,0.667,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1.0,0.065,-1.9,-0.6,-2.4,-0.1
436,437,Eric Bledsoe,POR,"$1,300,000",bledser01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,438,Bobi Klintman,DET,"$1,257,153",klintbo01,21.0,SF,8.0,0.0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,,15.9,0.689,0.5,0.2,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0.1,0.1,0.2,0.208,-1.0,1.9,1.0,0.0
438,439,Tyler Smith,MIL,"$1,157,153",smithty02,20.0,PF,23.0,0.0,5.3,1.0,2.2,0.48,0.6,1.3,0.433,0.5,0.9,0.55,0.61,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,,15.2,0.626,0.6,0.16,5.6,16.3,11.1,4.9,1.2,3.1,13.0,22.1,0.1,0.1,0.2,0.083,0.4,-1.2,-0.9,0.0
439,440,Oso Ighodaro,PHO,"$1,157,153",ighodos01,22.0,PF,61.0,6.0,17.1,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2
440,441,Jaylen Wells,MEM,"$1,157,153",wellsja01,21.0,SG,79.0,74.0,25.9,3.6,8.6,0.425,1.7,5.0,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,,10.5,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1.0,0.4,8.6,15.9,2.1,1.4,3.5,0.083,-1.2,-1.0,-2.2,-0.1
441,442,Bronny James,LAL,"$1,157,153",jamesbr02,20.0,SG,27.0,1.0,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.381,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2
442,443,Cam Christie,LAC,"$1,157,153",chrisca02,19.0,SG,13.0,0.0,4.5,0.5,1.8,0.292,0.2,1.0,0.154,0.4,0.8,0.455,0.333,0.2,0.3,0.5,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4,,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0
443,444,Adem Bona,PHI,"$1,157,153",bonaad01,21.0,C,58.0,11.0,15.6,2.3,3.3,0.703,0.0,0.0,0.0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2
444,445,Pelle Larsson,MIA,"$1,157,153",larsspe01,23.0,SG,55.0,8.0,14.2,1.6,3.7,0.438,0.6,1.7,0.337,1.0,2.0,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,,10.2,0.546,0.468,0.3,4.0,9.0,6.5,11.6,2.0,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2
445,446,Bruno Fernando,TOR,"$1,115,128",fernabr01,26.0,C,17.0,2.0,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,15.3,0.552,0.0,0.163,15.0,22.4,18.6,17.9,1.3,5.8,21.0,18.9,0.0,0.2,0.3,0.085,-3.0,2.3,-0.7,0.1
446,447,Ariel Hukporti,NYK,"$1,064,049",hukpoar01,22.0,C,25.0,1.0,8.7,0.8,1.2,0.677,0.0,0.0,,0.8,1.2,0.677,0.677,0.2,0.5,0.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,,7.6,0.654,0.0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2
447,448,PJ Dozier,MIN,"$1,051,255",doziepj01,28.0,SG,9.0,0.0,3.9,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,,1.0,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,9.5,0.621,1.0,2.0,3.2,12.5,7.9,18.1,1.4,0.0,15.1,8.2,0.0,0.0,0.1,0.107,-2.0,2.7,0.7,0.0
448,449,Jordan Miller,LAC,"$1,050,000",millejo02,25.0,SF,37.0,0.0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2.0,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3.0,0.2,-2.8,-0.1
449,450,Jamison Battle,TOR,"$1,000,000",battlja01,23.0,SF,59.0,10.0,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,10.7,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,1.0,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1
450,451,Kevin Porter Jr.,OKC,"$3,366,937",porteke02,24.0,SG,75.0,4.0,19.8,3.9,8.7,0.449,0.7,2.4,0.311,3.2,6.3,0.501,0.492,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,,15.4,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5
451,452,Joshua Primo,LAC,"$1,000,000",primojo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,453,Orlando Robinson,SAC,"$1,691,610",robinor01,24.0,C,44.0,8.0,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,12.9,0.519,0.199,0.268,12.1,18.7,15.4,14.0,1.1,2.0,14.4,18.5,0.4,0.8,1.2,0.072,-3.0,-0.4,-3.4,-0.3
453,454,Moussa Diabaté,CHO,"$957,763",diabamo01,23.0,C,71.0,8.0,17.5,2.4,3.9,0.596,0.0,0.1,0.0,2.4,3.9,0.609,0.596,1.0,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,16.5,0.609,0.021,0.414,15.7,22.0,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0.0
454,455,Lonnie Walker IV,PHI,"$780,932",walkelo01,26.0,SG,20.0,7.0,23.9,4.5,10.6,0.42,2.3,6.4,0.354,2.2,4.3,0.518,0.526,1.2,1.5,0.8,0.3,2.9,3.2,2.5,0.5,0.3,1.3,1.4,12.4,,13.1,0.548,0.599,0.142,1.4,14.1,7.5,16.5,1.0,1.0,10.0,22.8,0.2,0.1,0.3,0.033,0.0,-2.4,-2.4,0.0
455,456,Torrey Craig,BOS,"$3,625,162",craigto01,34.0,SF,26.0,4.0,12.1,1.5,3.5,0.422,0.9,2.5,0.364,0.5,0.9,0.583,0.556,0.3,0.5,0.667,1.0,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,,12.9,0.567,0.733,0.133,9.3,15.6,12.5,7.2,1.3,3.5,7.7,14.1,0.4,0.4,0.8,0.122,-1.0,0.1,-0.9,0.1
456,457,Ben Simmons,LAC,"$40,011,909",simmobe01,28.0,PG,51.0,24.0,22.0,2.3,4.4,0.52,0.0,0.0,,2.3,4.4,0.52,0.52,0.5,0.6,0.727,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,,12.4,0.539,0.0,0.148,4.6,20.3,12.2,37.0,1.7,2.0,30.0,13.2,0.5,1.3,1.8,0.078,-2.3,1.8,-0.5,0.4
457,458,Jared Butler,PHI,"$745,726",butleja02,24.0,SG,60.0,17.0,17.4,3.4,7.6,0.448,1.0,2.8,0.355,2.4,4.7,0.504,0.514,1.3,1.5,0.824,0.4,1.4,1.8,3.7,0.7,0.2,1.3,1.6,9.0,,15.6,0.549,0.373,0.201,2.5,9.3,5.8,33.8,2.0,1.2,14.0,23.6,1.0,0.4,1.4,0.063,0.5,-1.5,-1.0,0.3
458,459,Alex Len,LAL,"$2,831,348",lenal01,31.0,C,46.0,7.0,8.3,0.7,1.4,0.508,0.0,0.2,0.222,0.7,1.2,0.556,0.524,0.2,0.4,0.471,0.8,1.2,2.1,0.8,0.2,0.5,0.4,1.2,1.6,,10.6,0.525,0.143,0.27,11.3,16.7,14.0,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1
459,460,Markelle Fultz,SAC,"$731,831",fultzma01,26.0,PG,21.0,0.0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0.0,0.0,1.0,0.3,0.7,1.0,1.3,0.5,0.1,0.7,0.6,2.9,,8.9,0.452,0.119,0.015,3.6,8.5,6.1,20.0,2.7,1.1,18.2,19.3,-0.3,0.2,-0.1,-0.026,-4.5,-0.2,-4.7,-0.1
460,461,Keshad Johnson,MIA,"$724,883",johnske10,23.0,SF,16.0,0.0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,,19.1,0.718,0.269,0.346,6.8,24.6,15.8,6.3,2.5,3.9,11.8,15.4,0.2,0.2,0.4,0.181,-1.0,0.9,-0.1,0.0
461,462,E.J. Liddell,PHO,"$706,898",liddeej01,24.0,PF,12.0,0.0,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.4,0.4,1.0,0.633,0.2,0.2,1.0,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,,11.1,0.661,0.667,0.133,6.0,11.7,8.9,7.6,0.9,1.6,11.2,14.1,0.1,0.0,0.1,0.108,-2.7,-1.4,-4.1,0.0
462,463,Nik Stauskas,IND,"$702,310",stausni01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,464,Tyrese Martin,BRK,"$635,853",martity01,25.0,SG,60.0,11.0,21.9,3.2,7.8,0.406,1.7,4.7,0.351,1.5,3.1,0.492,0.513,0.8,1.0,0.793,1.0,2.7,3.7,2.0,0.6,0.2,1.2,1.3,8.7,,10.9,0.533,0.606,0.125,4.8,14.6,9.5,14.6,1.3,0.7,13.1,18.8,0.0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2
464,465,Jaden Springer,UTA,"$4,772,772",sprinja01,22.0,SG,43.0,2.0,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1.0,0.548,0.456,0.6,0.9,0.711,0.4,1.0,1.3,0.8,0.6,0.1,0.4,1.0,2.5,,10.7,0.511,0.533,0.422,5.1,12.1,8.6,12.1,3.2,1.0,13.0,14.3,0.1,0.4,0.5,0.07,-4.3,1.6,-2.7,-0.1
465,466,Matt Ryan,NYK,"$621,439",ryanma01,27.0,SF,19.0,0.0,3.6,0.5,1.6,0.323,0.3,1.0,0.316,0.2,0.6,0.333,0.419,0.1,0.1,1.0,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,,6.1,0.439,0.613,0.065,0.0,13.4,6.8,5.9,1.5,0.0,8.6,22.3,-0.1,0.1,-0.1,-0.057,-5.1,-2.3,-7.5,-0.1
466,467,Ryan Rollins,WAS,"$1,091,887",rolliry01,22.0,PG,56.0,19.0,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,,14.0,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1.0,1.7,0.101,-1.4,0.9,-0.5,0.3
467,468,Javonte Green,CLE,"$2,328,350",greenja02,31.0,SG,68.0,19.0,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,,10.7,0.541,0.491,0.265,5.0,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1
468,469,Brandon Boston Jr.,NOP,"$596,581",bostobr01,23.0,SG,42.0,10.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,12.7,0.535,0.367,0.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1
469,470,Juwan Morgan,IND,"$576,229",morgaju01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,471,Malik Fitts,IND,"$555,216",fittsma01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,472,Jeenathan Williams,HOU,"$515,881",willije02,25.0,SG,20.0,0.0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,,8.6,0.496,0.419,0.129,3.6,5.9,4.7,8.8,2.6,2.4,17.6,22.3,-0.2,0.2,0.0,-0.007,-5.5,-0.2,-5.7,-0.1
472,473,Bismack Biyombo,SAS,"$647,851",biyombi01,32.0,C,28.0,26.0,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2
473,474,Jaylen Clark,MIN,"$492,323",clarkja02,23.0,SG,40.0,4.0,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2
474,475,Dominick Barlow,ATL,"$491,887",barlodo01,21.0,SF,35.0,4.0,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,14.6,0.58,0.239,0.292,10.0,15.0,12.4,6.9,1.1,3.9,3.8,14.5,0.7,0.3,1.0,0.131,-1.4,-0.8,-2.2,0.0
475,476,Orlando Robinson,TOR,"$1,691,610",robinor01,24.0,C,44.0,8.0,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,12.9,0.519,0.199,0.268,12.1,18.7,15.4,14.0,1.1,2.0,14.4,18.5,0.4,0.8,1.2,0.072,-3.0,-0.4,-3.4,-0.3
476,477,Ryan Rollins,MIL,"$1,091,887",rolliry01,22.0,PG,56.0,19.0,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,,14.0,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1.0,1.7,0.101,-1.4,0.9,-0.5,0.3
477,478,Mamadi Diakite,MEM,"$464,050",diakima01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,479,Quinten Post,GSW,"$438,920",postqu01,24.0,PF,42.0,14.0,16.3,2.9,6.5,0.449,1.7,4.3,0.408,1.2,2.3,0.526,0.582,0.5,0.6,0.778,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,8.1,,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0.0,0.1,0.4
479,480,Pat Spencer,GSW,"$438,810",spencpa01,28.0,PG,39.0,0.0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2.0,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,,12.6,0.455,0.218,0.149,6.3,13.7,9.9,28.1,2.7,1.1,14.3,21.2,-0.1,0.4,0.3,0.055,-3.0,1.4,-1.6,0.0
480,481,Justin Edwards,PHI,"$425,619",edwarju01,21.0,SF,44.0,26.0,26.3,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1.0,0.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11.0,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5
481,482,Ricky Rubio,CLE,"$424,672",rubiori01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,483,Lamar Stevens,MEM,"$623,856",stevela01,27.0,PF,17.0,1.0,9.1,1.7,3.7,0.46,0.5,1.6,0.296,1.2,2.1,0.583,0.524,0.5,0.6,0.727,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4,,11.5,0.545,0.429,0.175,2.8,23.0,13.0,6.9,1.5,1.8,12.8,20.2,0.0,0.2,0.2,0.052,-3.6,-0.6,-4.2,-0.1
483,484,Branden Carlson,OKC,"$496,519",carlsbr01,25.0,C,32.0,0.0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.7,1.0,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1.0,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2
484,485,Tony Bradley,IND,"$600,545",bradlto01,27.0,C,14.0,0.0,8.1,2.1,3.2,0.644,0.1,0.2,0.333,2.0,3.0,0.667,0.656,0.1,0.4,0.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,,23.2,0.64,0.067,0.133,17.9,23.5,20.7,8.3,0.9,7.2,9.5,20.1,0.3,0.2,0.4,0.187,1.5,-0.3,1.2,0.1
485,486,Moses Brown,IND,"$426,632",brownmo01,25.0,C,13.0,2.0,9.2,2.6,3.8,0.694,0.0,0.0,,2.6,3.8,0.694,0.694,0.6,0.8,0.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,,22.4,0.706,0.0,0.224,11.3,29.0,20.3,2.9,2.4,2.9,17.0,23.5,0.2,0.2,0.4,0.146,-0.3,0.5,0.1,0.1
486,487,Jaylen Nowell,NOP,"$446,743",nowelja01,25.0,SG,8.0,0.0,21.0,3.3,9.1,0.356,1.0,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,7.5,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-0.2,0.0,-0.2,-0.069,-3.2,-2.5,-5.7,-0.2
487,488,Elfrid Payton,NOP,"$789,048",paytoel01,30.0,PG,24.0,9.0,21.3,1.7,5.1,0.328,0.0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,1.5,3.5,,8.5,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-0.9,0.3,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6
488,489,Didi Louzada,POR,"$268,032",louzama01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,490,Kevin Knox,GSW,"$503,883",knoxke01,25.0,SF,14.0,0.0,6.0,1.3,2.6,0.5,0.3,1.1,0.267,1.0,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,17.1,0.582,0.417,0.222,8.7,13.2,10.9,9.4,1.2,4.5,9.2,21.8,0.1,0.1,0.2,0.121,-0.7,-0.6,-1.3,0.0
490,491,AJ Griffin,HOU,"$250,000",griffaj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,492,P.J. Tucker,NYK,"$12,025,777",tuckepj01,39.0,SF,3.0,1.0,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,5.5,0.643,0.857,0.0,8.0,7.8,7.9,0.0,0.9,1.6,12.5,6.0,0.0,0.0,0.1,0.07,-4.8,-2.4,-7.2,-0.1
492,493,Jordan Goodwin,LAL,"$223,718",goodwjo01,26.0,PG,29.0,5.0,18.7,2.2,5.0,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1.0,0.084,-1.7,0.8,-0.8,0.2
493,494,Jaylen Nowell,WAS,"$446,743",nowelja01,25.0,SG,8.0,0.0,21.0,3.3,9.1,0.356,1.0,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,7.5,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-0.2,0.0,-0.2,-0.069,-3.2,-2.5,-5.7,-0.2
494,495,Isaac Jones,SAC,"$152,957",jonesis01,24.0,PF,40.0,0.0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,15.2,0.678,0.096,0.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,0.115,-0.9,-0.8,-1.7,0.0
495,496,Tony Bradley,IND,"$600,545",bradlto01,27.0,C,14.0,0.0,8.1,2.1,3.2,0.644,0.1,0.2,0.333,2.0,3.0,0.667,0.656,0.1,0.4,0.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,,23.2,0.64,0.067,0.133,17.9,23.5,20.7,8.3,0.9,7.2,9.5,20.1,0.3,0.2,0.4,0.187,1.5,-0.3,1.2,0.1
496,497,Bismack Biyombo,SAS,"$647,851",biyombi01,32.0,C,28.0,26.0,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2
497,498,Bismack Biyombo,SAS,"$647,851",biyombi01,32.0,C,28.0,26.0,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2
498,499,Malevy Leons,OKC,"$126,356",leonsma01,25.0,SF,6.0,0.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,-2.3,0.266,0.5,2.0,5.2,10.0,7.7,5.1,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.052,-10.4,-1.9,-12.4,-0.1
